abs_page_link,abstract,all_categories,arxiv_id,author,authors,comment,created_at,journal_ref,last_author,pdf_link,primary_category,published,title,updated_at
http://arxiv.org/abs/1901.01012v1,"A critical relation in the study of neutron star cooling is the one between
surface temperature and interior temperature. This relation is determined by
the composition of the neutron star envelope and can be affected by the process
of diffusive nuclear burning (DNB), which occurs when elements diffuse to
depths where the density and temperature are sufficiently high to ignite
nuclear burning. We calculate models of H-He and He-C envelopes that include
DNB and obtain analytic temperature relations that can be used in neutron star
cooling simulations. We find that DNB can lead to a rapidly changing envelope
composition and prevents the build-up of thermally stable hydrogen columns
y$_H$ > 10$^{7}$ g cm$^{-2}$, while DNB can make helium envelopes more
transparent to heat flux for surface temperatures $T_s$ > 2 $\times 10^6$ K. We
perform neutron star cooling simulations in which we evolve temperature and
envelope composition, with the latter due to DNB and accretion from the
interstellar medium. We find that a time-dependent envelope composition can be
relevant for understanding the long-term cooling behaviour of isolated neutron
stars. We also report on the latest Chandra observations of the young neutron
star in the Cassiopeia A supernova remnant; the resulting 13 temperature
measurements over more than 18 years yield a ten-year cooling rate of $\approx$
2%. Finally, we fit the observed cooling trend of the Cassiopeia A neutron star
with a model that includes DNB in the envelope.",astro-ph.HE,1901.01012v1,Daniel J. Patnaude,"M. J. P. Wijngaarden, Wynn C. G. Ho, Philip Chang, Craig O. Heinke, Dany Page, Mikhail Beznogov, Daniel J. Patnaude","16 pages, 15 figures, 4 tables; accepted for publication in MNRAS",2019-01-07 20:03:59,No journal ref found,Daniel J. Patnaude,http://arxiv.org/pdf/1901.01012v1,astro-ph.HE,2019-01-04T08:08:24Z,"Diffusive nuclear burning in cooling simulations and application to new
  temperature data of the Cassiopeia A neutron star",2019-01-07 20:03:59
http://arxiv.org/abs/1901.01029v1,"The emission process that powers Fast Radio Bursts (FRBs) remains unknown. In
this work, we investigate whether the synchrotron maser emission from
relativistic shocks can explain the observed FRB properties. We perform one
dimensional particle-in-cell (PIC) simulations of perpendicular shocks
propagating in the magnetar wind, assumed to be a cold electron-positron
plasma. We confirm that a linearly polarized X-mode wave is self-consistently
generated by the shock and propagates back upstream as a precursor wave. We
investigate how its efficiency and spectrum depend on the flow magnetization
$\sigma$ (i.e., the ratio of Poynting flux to particle energy flux of the
pre-shock flow), in the regime $\sigma\gtrsim0.1$ relevant for magnetar winds.
Our results are checked for consistency among three PIC codes. We find that at
$\sigma\gtrsim 1$ the shock converts a fraction $ f_\xi \approx 2 \times
10^{-3}/\sigma$ of the total incoming energy into the precursor wave, as
measured in the post-shock frame (in the shock frame, the efficiency is $f_\xi'
\approx 7 \times 10^{-4}/\sigma^2$). The spectrum of the precursor wave is
narrow-band, $\Delta \omega /\omega_{\rm peak} \lesssim 1-3$, with apparent but
not dominant line-like features as many resonances concurrently contribute. The
peak frequency scales in the post-shock frame as $\omega_{\rm peak} \simeq 3\,
\omega_{\rm p}\max[1,\sqrt{\sigma}]$, where $\omega_{\rm p}$ is the plasma
frequency. At $\sigma\gtrsim1$, where our estimated $\omega_{\rm peak}$ differs
from previous works, we find that the shock structure presents two solitons
separated by a cavity, and the peak frequency corresponds to an eigenmode of
the cavity. We also find that the precursor efficiency and spectrum do not
depend on the flow Lorentz factor. Our results provide physically-grounded
inputs for FRB emission models within the magnetar scenario.",astro-ph.HE,1901.01029v1,Lorenzo Sironi,"Illya Plotnikov, Lorenzo Sironi","17 pages, 13 figures, 1 appendix. Submitted to MNRAS",2019-01-07 20:04:03,No journal ref found,Lorenzo Sironi,http://arxiv.org/pdf/1901.01029v1,astro-ph.HE,2019-01-04T09:33:04Z,"The synchrotron maser emission from relativistic shocks in Fast Radio
  Bursts: 1D PIC simulations of cold pair plasmas",2019-01-07 20:04:03
http://arxiv.org/abs/1901.01031v1,"We here study extended classes of logotropic fluids as \textit{unified dark
energy models}. Under the hypothesis of the Anton-Schmidt scenario, we consider
the universe obeying a single fluid whose pressure evolves through a
logarithmic equation of state. This result is in analogy with crystals under
isotropic stresses. Thus, we investigate thermodynamic and dynamical
consequences by integrating the speed of sound to obtain the pressure in terms
of the density, leading to an extended version of the Anton-Schmidt cosmic
fluids. Within this picture, we get significant outcomes expanding the
Anton-Schmidt pressure in the infrared regime. The low-energy case becomes
relevant for the universe to accelerate without any cosmological constant. We
therefore derive the effective representation of our fluid in terms of a
Lagrangian $\mathcal{L}=\mathcal{L}(X)$, depending on the kinetic term $X$
only. We analyze both the relativistic and non-relativistic limits. In the
non-relativistic limit we construct both the Hamiltonian and Lagrangian in
terms of density $\rho$ and scalar field $\vartheta$, whereas in the
relativistic case no analytical expression for the Lagrangian can be found.
Thus, we obtain the potential as a function of $\rho$, under the hypothesis of
irrotational perfect fluid. We demonstrate that the model represents a natural
generalization of \emph{logotropic dark energy models}. Finally, we analyze an
extended class of generalized Chaplygin gas models with one extra parameter
$\beta$. Interestingly, we find that the Lagrangians of this scenario and the
pure logotropic one coincide in the non-relativistic regime.","gr-qc, astro-ph.CO",1901.01031v1,Orlando Luongo,"Kuantay Boshkayev, Rocco D'Agostino, Orlando Luongo","6 pages, 3 figures",2019-01-07 20:04:04,No journal ref found,Orlando Luongo,http://arxiv.org/pdf/1901.01031v1,gr-qc,2019-01-04T09:42:41Z,Extended logotropic fluids as unified dark energy models,2019-01-07 20:04:04
http://arxiv.org/abs/1901.01032v1,"Abundant carbon-chain species have been observed towards lukewarm corinos
L1527, B228, and L483. These carbon-chain species are believed to be
synthesized in the gas phase after CH$_4$ desorbs from the dust grain surface
at the temperature around 30 K. We investigate carbon-chain species formation
in lukewarm corinos using a more rigorous numerical method and advanced surface
chemical models. We use the macroscopic Monte Carlo method in simulations. In
addition to the two-phase model, the basic multiphase model and the new
multiphase models are used for modeling surface chemistry on dust grains. All
volatile species can sublime at their sublimation temperatures in the two-phase
model while most volatile species are frozen in the ice mantle before water ice
sublimes in the basic and the new multiphase models. The new multiphase models
allow more volatile species to sublime at their sublimation temperatures than
the basic multiphase model does. When T $\sim$ 30 K, the abundances of gaseous
CH$_4$ and CO in the two-phase model are the highest while the basic multiphase
model predicts the lowest CO and CH$_4$ abundances among all models. The
abundances of carbon-chain species in the basic and the new multiphase models
are lower than that in the two-phase model when T $\sim$ 30 K because CH$_4$ is
crucial for the synthesis of carbon-chain species. The two-phase model performs
the best to predict carbon-chain species abundances to fit observations while
the basic multiphase model works the worst. The abundances of carbon-chain
species predicted by the new multiphase models agree reasonably well with
observations. The amount of CH$_4$ that can diffuse inside the ice mantle, thus
sublime upon warm-up plays a crucial role in the synthesis of carbon-chain
species in the gas phase. The carbon-chain species observed in lukewarm corinos
may be able to gauge surface chemical models.",astro-ph.GA,1901.01032v1,Hongchi Wang,"Yao Wang, Qiang Chang, Hongchi Wang",No comment found,2019-01-07 20:04:05,No journal ref found,Hongchi Wang,http://arxiv.org/pdf/1901.01032v1,astro-ph.GA,2019-01-04T09:45:34Z,"Modeling carbon-chain species formation in lukewarm corinos with new
  multiphase models",2019-01-07 20:04:05
http://arxiv.org/abs/1901.01041v1,"The formation of cosmic structures is an important diagnostic for both the
dynamics of the cosmological model and the underlying theory of gravity. At the
linear level of these structures, certain degeneracies remain between different
cosmological models and alternative gravity theories. It is thus indispensable
to study the non-linear, late-time evolution of cosmic structures to try and
disentangle their fundamental properties caused by the cosmological model or
gravity theory itself. Conventionally, non-linear cosmic structure formation is
studied by means of computationally expensive numerical simulations. Since
these inevitably suffer from shot noise and are too time consuming to
systematically scrutinize large parameter spaces of cosmological models or
fundamental theories, analytical methods are needed to overcome the limitations
of numerical simulations.
  Recently, a new analytic approach to non-linear cosmic structure formation
has been proposed based on kinetic field theory for classical particle
ensembles. Within this theory, a closed, analytic, non-perturbative and
parameter-free equation could be derived for the non-linear power spectrum of
cosmic density perturbations which agrees very well with numerically simulated
results to wave numbers $k\lesssim10\,h\,\mathrm{Mpc}^{-1}$ at redshift $z =
0$. In this Letter, we study for the first time the implications of alternative
gravity theories for non-linear cosmic structure formation applying this
promising new analytic framework. As an illustrative example, we consider
vector-tensor theories, which support very interesting isotropic cosmological
solutions.","astro-ph.CO, gr-qc, hep-th",1901.01041v1,Matthias Bartelmann,"Lavinia Heisenberg, Matthias Bartelmann","6 pages, 3 figures",2019-01-07 20:04:06,No journal ref found,Matthias Bartelmann,http://arxiv.org/pdf/1901.01041v1,astro-ph.CO,2019-01-04T10:16:43Z,Kinetic Field Theory applied to Vector-Tensor Gravity,2019-01-07 20:04:06
http://arxiv.org/abs/1901.01050v1,"Probably, the long-term monitoring of the solar atmosphere started in Italy
with the first telescopic observations of the Sun made by Galileo Galilei in
the early $17^{\mathrm{th}}$ century. His recorded observations and science
results, as well as the work carried out by other following outstanding Italian
astronomers inspired the start of institutional programs of regular solar
observations at the Arcetri, Catania, and Rome Observatories. These programs
have accumulated daily images of the solar photosphere and chromosphere taken
at various spectral bands over a time span greater than 80 years. In the last
two decades, regular solar observations were continued with digital cameras
only at the Catania and Rome Observatories, which are now part of the INAF
National Institute for Astrophysics. At the two sites, daily solar images are
taken at the photospheric G-band, Blue ($\lambda=409.4$ nm), and Red
($\lambda=606.9$ nm) continua spectral ranges and at the chromospheric Ca II K
and H$\alpha$ lines, with a $2^{\prime\prime}$ spatial resolution. Solar
observation in Italy, which benefits from over 2500 hours of yearly sunshine,
currently aims at the operational monitoring of solar activity and long-term
variability and at the continuation of the historical series as well. Existing
instruments will be soon enriched by the SAMM double channel telescope equipped
with magneto-optical filters that will enable the tomography of the solar
atmosphere with simultaneous observations at the K I 769.9 nm and Na I D 589.0
nm lines. In this contribution, we present the available observations and
outline their scientific relevance.",astro-ph.SR,1901.01050v1,A. Mangano,"S. L. Guglielmino, I. Ermolli, P. Romano, F. Zuccarello, F. Giorgi, M. Falco, R. Piazzesi, M. Stangalini, M. Murabito, M. Ferrucci, A. Mangano","4 pages, 1 figure, proceeding of the IAU Symposium 340",2019-01-07 20:04:08,"Volume 13, Symposium S340 (Long-term Datasets for the
  Understanding of Solar and Stellar Magnetic Cycles), pp. 251-254, 2018",A. Mangano,http://arxiv.org/pdf/1901.01050v1,astro-ph.SR,2019-01-04T10:55:49Z,Long-term optical monitoring of the solar atmosphere in Italy,2019-01-07 20:04:08
http://arxiv.org/abs/1901.01054v1,"Mass accretion rate is a key parameter in accretion disk theory. It
determines black hole accretion mode. In large scale cosmological simulations
studying galaxy formation and evolution, Bondi radius can at most be marginally
resolved. In those simulations, Bondi accretion formula is always used to
estimate black hole accretion rate. Bondi solution is too simple, which cannot
represent the real accretion process. We perform simulations of hot accretion
flow at parsec scale irradiated by a low luminosity active galactic nucleus
(AGN). We perform 77 simulations with varying density and temperature at outer
boundary (10 parsec). Our purpose is to find a formula to calculate real black
hole accretion rate based on the gas density and temperature at parsec scale.
We define Eddington accretion rate to be $\dot M_{\rm Edd}=10L_{\rm Edd}/c^2$,
with $L_{\rm Edd}$ and $c$ been Eddington luminosity and speed of light
respectively. We set black hole mass to be $10^8M_{\odot}$, $M_{\odot}$ is
solar mass. We find that black hole accretion rate can be expressed as
$\frac{\dot M_{\rm BH} }{\dot M_{\rm Edd}}=10^{-3.11} (\rho_0/10^{-22}{\rm g
cm}^{-3})^{1.36} (T_0/10^7 {\rm K})^{-1.9}$, with $\rho_0$ and $T_0$ being
density and temperature at parsec scale, respectively. We find the formula can
accurately predict the luminosity of observed low-luminosity AGNs (with black
hole mass $\sim 10^8M_{\odot}$). This formula can be used in the sub-grid
models in large scale cosmological simulations with a black hole mass of $\sim
10^8M_{\odot}$.","astro-ph.HE, astro-ph.GA",1901.01054v1,Xiao-Hong Yang,"De-Fu Bu, Xiao-Hong Yang","12 pages, 9 figures, accepted by MNRAS",2019-01-07 20:04:09,No journal ref found,Xiao-Hong Yang,http://arxiv.org/pdf/1901.01054v1,astro-ph.HE,2019-01-04T11:08:33Z,"What is the real accretion rate onto a black hole for low angular
  momentum accretion?",2019-01-07 20:04:09
http://arxiv.org/abs/1901.01056v1,"We report multi-wavelength ultraviolet observations taken with the IRIS
satellite, concerning the emergence phase in the upper chromosphere and
transition region of an emerging flux region (EFR) embedded in the unipolar
plage of active region NOAA 12529. The photospheric configuration of the EFR is
analyzed in detail benefitting from measurements taken with the
spectropolarimeter aboard the Hinode satellite, when the EFR was fully
developed. In addition, these data are complemented by full-disk, simultaneous
observations of the SDO satellite, relevant to the photosphere and the corona.
In the photosphere, magnetic flux emergence signatures are recognized in the
fuzzy granulation, with dark alignments between the emerging polarities,
cospatial with highly inclined fields. In the upper atmospheric layers, we
identify recurrent brightenings that resemble UV bursts, with counterparts in
all coronal passbands. These occur at the edges of the EFR and in the region of
the arch filament system (AFS) cospatial to the EFR. Jet activity is also found
at chromospheric and coronal levels, near the AFS and the observed brightness
enhancement sites. The analysis of the IRIS line profiles reveals the heating
of dense plasma in the low solar atmosphere and the driving of bi-directional
high-velocity flows with speeds up to 100 km/s at the same locations.
Furthermore, we detect a correlation between the Doppler velocity and line
width of the Si IV 1394 and 1402 \AA{} line profiles in the UV burst pixels and
their skewness. Comparing these findings with previous observations and
numerical models, we suggest evidence of several long-lasting, small-scale
magnetic reconnection episodes between the emerging bipole and the ambient
field. This process leads to the cancellation of a pre-existing photospheric
flux concentration of the plage with the opposite polarity flux patch of the
EFR. [...]",astro-ph.SR,1901.01056v1,M. Murabito,"S. L. Guglielmino, F. Zuccarello, P. R. Young, P. Romano, M. Murabito","4 pages, 2 figures, to be published in ""Nuovo Cimento C"" as
  proceeding of the Third Meeting of the Italian Solar and Heliospheric
  Community",2019-01-07 20:04:11,No journal ref found,M. Murabito,http://arxiv.org/pdf/1901.01056v1,astro-ph.SR,2019-01-04T11:11:21Z,"Satellite observations of reconnection between emerging and pre-existing
  small-scale magnetic fields",2019-01-07 20:04:11
http://arxiv.org/abs/1901.01078v1,"We offer a brief response to the criticisms put forward by Cusin et al in
arXiv:1811.03582 about our work arXiv:1810.13435 and arXiv:1806.01718,
emphasising that none of these criticisms are relevant to our main results.","astro-ph.CO, astro-ph.HE, gr-qc",1901.01078v1,Daniel Wysocki,"Alexander C. Jenkins, Mairi Sakellariadou, Tania Regimbau, Eric Slezak, Richard O'Shaughnessy, Daniel Wysocki","Response to arXiv:1811.03582, 4 pages, 2 figures",2019-01-07 20:04:15,No journal ref found,Daniel Wysocki,http://arxiv.org/pdf/1901.01078v1,astro-ph.CO,2019-01-04T13:06:58Z,Response to Cusin et al's comment on arXiv:1810.13435,2019-01-07 20:04:15
http://arxiv.org/abs/1901.01082v1,"New space missions (e.g., NASA-TESS and ESA-PLATO) will perform an analysis
of bright stars in large fields of the celestial sphere searching for
extraterrestrial planets. Asteroseismic observations will search for
exoplanet-hosting stars with solar-like oscillations. In order to achieve all
the goals, a full characterization of the stellar objects is important.
However, accurate atmospheric parameters are available for less than 30% of
bright dwarf stars of the solar neighborhood. In this study we observed
high-resolution (R = 60,000) spectra for all bright (V < 8 mag) and cooler than
F5 spectral class dwarf stars in the northern-most field of the celestial
sphere with radius of 20{\deg} from the {\alpha}(2000) = 161$^\circ$03 and
{\delta}(2000) = 86$^\circ$60 that is a center of one of the preliminary
ESO-PLATO fields. Spectroscopic atmospheric parameters were determined for 140
slowly rotating stars, for 73% of them for the first time. The majority (83%)
of the investigated stars are in the TESS object lists and all of them are in
the preliminary PLATO field. Our results have no systematic differences when
compared with other recent studies. Comparing our results for 39 stars with
previous high-resolution spectral determinations, we find only a 7 $\pm$ 73 K
difference in effective temperatures, 0.02 $\pm$ 0.09 in log g, and -0.02 $\pm$
0.09 dex in metallicities. We also determined basic kinematic and orbital
parameters for this sample of stars. From the kinematical point of view, almost
all our stars belong to the thin disk substructure of the Milky Way. The
derived galactocentric metallicity gradient is -0.066 $\pm$ 0.024 dex/kpc
(2.5{\sigma} significance) and the vertical metallicity gradient is -0.102
$\pm$ 0.099 dex/kpc (1{\sigma} significance) that comply with the latest
inside-out thin disk formation models, including those with stellar migration
taken into account.","astro-ph.SR, astro-ph.EP, astro-ph.GA, astro-ph.IM",1901.01082v1,Rimvydas Janulis,"Šarūnas Mikolaitis, Gražina Tautvaišienė, Arnas Drazdauskas, Renata Minkevičiūtė, Lukas Klebonas, Vilius Bagdonas, Erika Pakšienė, Rimvydas Janulis","14 pages, 14 figures",2019-01-07 20:04:16,"Publications of the Astronomical Society of the Pacific, 2018,
  Volume 130, Number 989",Rimvydas Janulis,http://arxiv.org/pdf/1901.01082v1,astro-ph.SR,2019-01-04T13:27:12Z,Spectroscopy of Dwarf Stars Around the North Celestial Pole,2019-01-07 20:04:16
http://arxiv.org/abs/1901.01087v1,"We study the evolution of simulated disk galaxies in the context of a
nonlocal theory of gravity. In this theory the appearance of the dark matter
problem in cosmology and astrophysics is a manifestation of the nonlocality of
the gravitational interaction. Using high-resolution N-body simulations, we
investigate the dynamical evolution of disk galaxies and compare the result
with the standard dark matter viewpoint. Specifically, we construct two
exponential galaxy models, one in nonlocal gravity (NLG) and the other
surrounded by a Plummer dark matter halo. Both systems start from the same
baryonic matter distribution, particles velocities, random velocities and the
initial Toomre's parameter. However, although the initial conditions are the
same in both models, their long-term dynamics reveals some notable differences.
For example, it turns out that the bar instability happens with higher rate in
NLG model compared with the standard case. On the other hand, at the end of the
simulation, we find that bars are weaker and faster in NLG compared with the
standard case.","gr-qc, astro-ph.GA",1901.01087v1,Sohrab Rahvar,"Mahmood Roshan, Sohrab Rahvar",Accepted for publication in ApJ,2019-01-07 20:04:17,No journal ref found,Sohrab Rahvar,http://arxiv.org/pdf/1901.01087v1,gr-qc,2019-01-04T13:37:22Z,Evolution of spiral galaxies in nonlocal gravity,2019-01-07 20:04:17
http://arxiv.org/abs/1901.01095v1,"We use ten different galaxy formation scenarios from the EAGLE suite of
{\Lambda}CDM hydrodynamical simulations to assess the impact of feedback
mechanisms in galaxy formation and compare these to observed strong
gravitational lenses. To compare observations with simulations, we create
strong lenses with $M_\star$ > $10^{11}$ $M_\odot$ with the appropriate
resolution and noise level, and model them with an elliptical power-law mass
model to constrain their total mass density slope. We also obtain the mass-size
relation of the simulated lens-galaxy sample. We find significant variation in
the total mass density slope at the Einstein radius and in the projected
stellar mass-size relation, mainly due to different implementations of stellar
and AGN feedback. We find that for lens selected galaxies, models with either
too weak or too strong stellar and/or AGN feedback fail to explain the
distribution of observed mass-density slopes, with the counter-intuitive trend
that increasing the feedback steepens the mass density slope around the
Einstein radius ($\approx$ 3-10 kpc). Models in which stellar feedback becomes
inefficient at high gas densities, or weaker AGN feedback with a higher duty
cycle, produce strong lenses with total mass density slopes close to isothermal
(i.e. -d log({\rho})/d log(r) $\approx$ 2.0) and slope distributions
statistically agreeing with observed strong lens galaxies in SLACS and BELLS.
Agreement is only slightly worse with the more heterogeneous SL2S lens galaxy
sample. Observations of strong-lens selected galaxies thus appear to favor
models with relatively weak feedback in massive galaxies.","astro-ph.GA, astro-ph.CO",1901.01095v1,Fabio Bellagamba,"Sampath Mukherjee, Leon V. E. Koopmans, R. Benton Metcalf, Crescenzo Tortora, Matthieu Schaller, Joop Schaye, Giorgos Vernardos, Fabio Bellagamba","Submitted to MNRAS. 22 pages, 8 Figures, 5 Tables",2019-01-07 20:04:19,No journal ref found,Fabio Bellagamba,http://arxiv.org/pdf/1901.01095v1,astro-ph.GA,2019-01-04T13:57:14Z,"SEAGLE--II: Constraints on feedback models in galaxy formation from
  massive early type strong lens galaxies",2019-01-07 20:04:19
http://arxiv.org/abs/1901.01124v1,"A survey of C2H N=1-0 and N2H+ J=1-0 toward Planck Galactic cold clumps
(PGCCs) was performed using the Purple Mountain Observatory's 13.7 m telescope.
C2H and N2H+ were chosen to study the chemical evolutionary states of PGCCs.
Among 121 observed molecular cores associated with PGCCs, 71 and 58 are
detected with C2H N=1-0 and N2H+ J=1-0, respectively. The detected lines of
most sources can be fitted with a single component with compatible Vlsr and
line widths, which confirms that these PGCC cores are very cold (with gas
temperatures 9-21 K) and quiescent while still dominanted by turbulence. The
ratio between the column densities of C2H and N2H+ (N(C2H)/N(N2H+)) is found to
be a good tracer for the evolutionary states of PGCC cores. Gas-grain chemical
model can reproduce the decreasing trend of N(C2H)/N(N2H+) as a function of
time. The cores with the lowest abundances of N2H+ (X[N2H+] < 10^{-10}) are the
youngest, and have nearly constant abundances of C2H. In evolved cores with
X[N2H+] ~ 1E-9, abundances of C2H drop quickly as the exhaustion of carbon
atoms. Although these PGCC cores are in different evolutionary states, they are
all quite young (<5E5 yr) with N(C2H) > N(N2H+). Mapping observations are
carried out toward 20 PGCC cores. The PGCC cores in Cepheus have lower
N(C2H)/N(N2H+) and larger line widths compared with those in Taurus. This
implies that PGCC cores in Taurus are less chemically evolved than those in
Cepheus.","astro-ph.SR, astro-ph.GA",1901.01124v1,Li-Xin Li,"Xunchuan Liu, Yuefang Wu, Chao Zhang, Tie Liu, Jinghua Yuan, Sheng-Li Qin, Bing-gang Ju, Li-Xin Li","23 pages, 6 figures, 5 tables",2019-01-07 20:04:21,No journal ref found,Li-Xin Li,http://arxiv.org/pdf/1901.01124v1,astro-ph.SR,2019-01-04T14:25:43Z,C2H N=1-0 and N2H+ J=1-0 observations of Planck Galactic cold clumps,2019-01-07 20:04:21
http://arxiv.org/abs/1901.01132v1,"We describe a star cluster formation model that includes individual star
formation from self-gravitating, magnetized gas, coupled to collisional stellar
dynamics. The model uses the Astrophysical Multi-purpose Software Environment
(AMUSE) to integrate an adaptive-mesh magnetohydrodynamics code (FLASH) with a
fourth order Hermite N-body code (ph4), a stellar evolution code (SeBa), and a
method for resolving binary evolution (multiples). This combination yields
unique star formation simulations that allow us to study binaries formed
dynamically from interactions with both other stars and dense, magnetized gas
subject to stellar feedback during the birth and early evolution of stellar
clusters. We find that for massive stars, our simulations are consistent with
the observed dynamical binary fractions and mass ratios. However, our binary
fraction drops well below observed values for lower mass stars, presumably due
to unincluded binary formation during initial star formation. Further, we
observe a build up of binaries near the hard-soft boundary that may be an
important mechanism driving early cluster contraction.",astro-ph.GA,1901.01132v1,Simon Portegies Zwart,"Joshua E. Wall, Stephen L. W. McMillan, Mordecai-Mark Mac Low, Ralf S. Klessen, Simon Portegies Zwart","14 pages, 12 figures. Submitted to ApJ",2019-01-07 20:04:24,No journal ref found,Simon Portegies Zwart,http://arxiv.org/pdf/1901.01132v1,astro-ph.GA,2019-01-04T14:33:53Z,"Collisional N-Body Dynamics Coupled to Self-Gravitating
  Magnetohydrodynamics Reveals Dynamical Binary Formation",2019-01-07 20:04:24
http://arxiv.org/abs/1901.01164v1,"Galactic bars can affect the evolution of galaxies by redistributing gas in
galaxies, possibly contributing to the cessation of star formation. Recent
works point to 'bar quenching' playing an important role in massive disk
galaxies like the Milky Way.
  We construct the largest ever sample of gas rich and strongly barred disc
galaxies with resolved HI observations making use of both the Giant Meter Radio
Telescope (GMRT) and the Karl Jansky Very Large Array (VLA) to collect data.
This sample, called HIRB (HI Rich Barred) galaxies, were identified with Galaxy
Zoo - to find galaxies hosting a strong bar, and the Arecibo Legacy Fast
Arecibo L-band Feed Array (ALFALFA) blind HI survey- to identify a high HI
content.
  We measure gas fractions, HI morphology and kinematics in each galaxy, and
use archival optical data from the Sloan Digital Sky Survey (SDSS) to reveal
star-formation histories and bar properties. HIRB galaxies presented here
support a picture where bar quenching is playing, or will play an important
role in their evolution. They also support models which show how the presence
of cold gas delays and slows the development of strong bars. The galaxies with
the lowest gas fractions (still high for their mass) show clear HI holes,
dynamical advanced bars and low star formation rates, those with the highest
gas fractions show little impact from their bar on the HI morphology, and are
actively star-forming. How such unusual galaxies came to be is an open
question.
  Several of the HIRBs have local gas rich companions. Tidal interactions with
these lower mass galaxies could result in an early triggering of the bar and/or
accretion of HI between them. The role of environment in the evolution of the
HIRB galaxies will be explored in a future paper.",astro-ph.GA,1901.01164v1,Rebecca Smethurst,"Lucy Newnham, Kelley Hess, Karen Masters, Sandor Kruk, Samanta Penny, Tim Lingard, Rebecca Smethurst","19 pages, 9 figures",2019-01-07 20:04:25,No journal ref found,Rebecca Smethurst,http://arxiv.org/pdf/1901.01164v1,astro-ph.GA,2019-01-04T15:07:36Z,"The HI Morphology and Stellar Properties of Strongly Barred Galaxies:
  support for bar quenching in massive spirals",2019-01-07 20:04:25
http://arxiv.org/abs/1901.01192v1,"One of the key questions in understanding the formation and evolution of
galaxies is how starbursts affect the assembly of stellar populations in
galaxies over time. We define a burst indicator ($\eta$), which compares a
galaxy's star formation rates on short ($\sim10$ Myr) and long ($\sim100$ Myr)
timescales. To estimate $\eta$, we apply the detailed temporal luminosity
response of H$\alpha$ and near-ultraviolet emission to simulated star formation
histories (SFHs) from Semi-Analytic Models and the Mufasa hydrodynamical
cosmological simulations. We find that the average value of $\eta$ is not
itself a good indicator of star formation stochasticity (burstiness); indeed we
show that this average should be close to zero unless the population being
studied has an average SFH which is rising or falling rapidly. Instead,
analyzing the width of the distribution of $\eta$ for ensembles of galaxies
allows us to characterize the level of burstiness in a galaxy population's
recent star formation history. We find this width to be robust to variations in
stellar initial mass function (IMF) and metallicity. We apply realistic noise
and selection effects to the models to generate mock HST and JWST galaxy
catalogs and compare these catalogs with 3D-HST observations of 956 galaxies at
$0.65<z<1.5$ detected in H$\alpha$. Measurements of $\eta$ are unaffected by
dust measurement errors under the assumption that
$E(B-V)_\mathrm{stars}=0.44\,E(B-V)_\mathrm{gas}$ (i.e., $Q_\mathrm{sg}=0.44$).
However, setting $Q_\mathrm{sg}=0.8^{+0.1}_{-0.2}$ removes an unexpected
dependence of the average value of $\eta$ upon dust attenuation and stellar
mass in the 3D-HST sample while also resolving disagreements in the
distribution of star formation rates. However, even varying the dust law cannot
resolve all discrepancies between the simulated and the observed galaxies.",astro-ph.GA,1901.01192v1,Camilla Pacifici,"Adam Broussard, Eric Gawiser, Kartheik Iyer, Peter Kurczynski, Rachel S. Somerville, Romeel Davé, Steve Finkelstein, Intae Jung, Camilla Pacifici","22 pages, 12 figures, submitted to ApJ",2019-01-07 20:04:26,No journal ref found,Camilla Pacifici,http://arxiv.org/pdf/1901.01192v1,astro-ph.GA,2019-01-04T16:23:20Z,"Star Formation Stochasticity Measured from the Distribution of Burst
  Indicators",2019-01-07 20:04:26
http://arxiv.org/abs/1901.01197v1,"We present a search for late-time rebrightening of radio emission from three
supernovae (SNe) with associated gamma-ray bursts (GRBs). It has been
previously proposed that the unusually energetic SNe associated with GRBs
should enter the Sedov-Taylor phase decades after the stellar explosion, and
this SN ""remnant"" emission will outshine the GRB radio afterglow and be
detectable at significant distances. We place deep limits on the radio
luminosity of GRB 980425/SN 1998bw, GRB 030329/SN 2003dh and GRB 060218/SN
2006aj, 10-18 years after explosion, with our deepest limit being $L_{\nu}$ $<
4 \times 10^{26}$ erg s$^{-1}$ Hz$^{-1}$ for GRB 980425/SN 1998bw. We put
constraints on the density of the surrounding medium for various assumed values
of the microphysical parameters related to the magnetic field and
synchrotron-emitting electrons. For GRB 060218/SN 2006aj and GRB 980425/SN
1998bw, these density limits have implications for the density profile of the
surrounding medium, while the non-detection of GRB 030329/SN 2003dh implies
that its afterglow will not be detectable anymore at GHz frequencies.",astro-ph.HE,1901.01197v1,Eric Wilcots,"Charee Peters, Alexander J. van der Horst, Laura Chomiuk, Adithan Kathirgamaraju, Rodolfo Barniol Duran, Dimitrios Giannios, Cormac Reynolds, Zsolt Paragi, Eric Wilcots","9 pages, 4 figures",2019-01-07 20:04:28,No journal ref found,Eric Wilcots,http://arxiv.org/pdf/1901.01197v1,astro-ph.HE,2019-01-04T16:29:11Z,"Observational Constraints on Late-Time Radio Rebrightening of
  GRB-Supernovae",2019-01-07 20:04:28
